ytid,caption,low quality,instrumental,emotional,passionate,energetic,noisy,medium tempo,amateur recording,slow tempo,live performance,acoustic drums,fast tempo,acoustic guitar,mono,bass guitar,electric guitar,piano,e-bass,groovy,pop,uptempo,poor audio quality,male voice,instrumental music,shimmering hi hats,punchy snare,rock,groovy bass,youthful,punchy kick
374R7te0ra0,"The Hip Hop song features a flat male vocal rapping over repetitive, echoing piano melody, claps and punchy kick hits. At the very beginning of the loop, there are stuttering hi hats, sustained synth bass and filtered, pitched up female chant playing. It sounds groovy and addictive - thanks to the way rappers are rapping.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3kXukXBvDQQ,"This song is a lively Indian instrumental. The tempo is fast with lively brass bands playing harmony, energetic drums ,Nagpada and dhol and other Indian percussion and synthesiser with digital arrangements. There is a dialogue of a man and woman superimposed over the music, with sighing and giggling in the background. The music is typical Indian Baarat music. It is happy, cheerful, vivacious, energetic, youthful, vigorous and upbeat.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ZX1-GAb7IM,"The low quality recording features a live performance of a traditional song that consists of a strings melody played over wooden percussion. The recording is in mono, a bit noisy and it sounds passionate, emotional and soulful.",1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31O2j4aAgYU,This song features an electric guitar. The guitar plays a blues progression by first descending three chords and then ending the song on a higher register. The guitar tone has a lot of added reverb. There are no other instruments in this audio. This is an instrumental song with no voices.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tH9knHaTd0,"The low quality recording features sustained french horn tones played, while there is a low female vocal and flat male vocal talking, followed by some laughs, shoe squeaking and woodwind melody played in the background. The recording is a bit noisy and it sounds like the musicians are rehearsing.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TkW1M_ZRr0,This is a breakbeat piece. There is a groovy electronic drum beat providing the rhythmic structure. A medium pitched pad is playing a repeated theme. There is a synth bass in the background. Occasional string stab hits can be heard. This piece could fit well in the soundtracks of crime movies taking place in the city and car racing video games.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9EUXyEQZqLo,Two acoustic guitars are strumming flamenco chords being panned to the left and right side of the speakers. A soft bass is playing subnotes. Percussive instruments are building up tension at the end.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0PMFAO4TIU4,A digital drum is playing a simple beat along with some percussive sounds. A bass is playing the same melody as the accordion-like instrument. A male voice is shouting little phrases. This song may be playing a country having a traditional dance.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2pTnwe3DzCs,This is the recording of a keyboard lesson. There is a male instructor that plays the notes on the keyboard first and then describes the placement of the fingers and the notes that are being played. The audio quality of the lesson is not that great.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1AOe82obwcY,"This is a sound that is calm and soothing and would be suitable for any kind of relaxation, meditation or spa. We hear a flute melody with long notes being played over a low frequency buzzing tone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0OhtODbKajw,This audio contains people playing a melody in the higher register using violins and a viola. Some are playing the melody upwards while others are playing downwards. A cello or upright bass is providing a melody line in the lower register. This song may be playing during a classical concert.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0K-zyeLuKho,The low quality recording features a guitar tutorial that consists of a flat male vocal talking and counting the rhythm over an arpeggiated acoustic guitar melody. The recording is mono and noisy.,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7eZTmLV9gcY,This is an instrumental piece from a soap opera soundtrack. The violin and the acoustic guitar are playing a mellow tune while there is an occasional piano tune in the background. The rhythm is kept by a very quiet acoustic drum beat. The atmosphere is gentle and romantic. This piece could be used in the soundtrack of romance movies where the characters are having a good time in the presence of each other.,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGNqX_OL-dU,"A male singer sings this cool melody with female and male backup singers in vocal harmony. The song is medium tempo with a groovy bass line, percussive drum rhythm, keyboard harmony and guitar rhythm. The song is exciting and groovy. The song is a R&B cover of a famous pop song. The song has poor audio quality.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52odOK7G2kg,This song features a distortion guitar. This is an instructional video. The song features an open note followed by the octave. Then a descending pattern is played on the distortion guitar. The voice gives instructions on how to play the pattern. There is no percussion in this song. There are no other instruments in this song. There is no vocal melody in this song.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6sWVG6GyJBU,This song contains a piano playing a melody in the mid range and also in the higher register. A flute is adding another melody in the mid range. A digital drum is holding a simple groove before dropping out completely. A male voice is softly rapping/talking in the mid range then another male with an effect takes over singing in a higher pitch. In the background you can hear strings underlaying chords. This song may be playing with headphones daydreaming.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9QYo50tFm6w,"This is a video game theme that is in the style of a kids song. The main melody is being played by a vibraphone while a glockenspiel can be heard adding texture. There is a medium-to-high pitch synth string sound that joins them later on. In the background, there are sleigh bells and a wind effect to imply a winter aura. The atmosphere is playful. The piece could be included in the soundtrack of a kids cartoon or a video game.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Bu8CkR1xZY,This is a tutorial on the electric guitar. The guitar is high-pitched and rapid arpeggio notes are played on it. The audio is of a poor quality. The individual makes a comment at the end of the video.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-m5ZlWziIeA,This amateur recording features a vinyl scratch being played on a DJ console. This is accompanied by programmed percussion playing a simple beat at a fast tempo. The hi-hat is struck in eighth notes. The snare and kick are played in a unique pattern. A synth plays a two-note lick at different intervals. Other instruments are not audible as the audio quality is low.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3QqVP0odOw4,"The low quality recording features a commercial music that consists of a funny processed male vocal, after which there is a harmonizing female vocal singing over punchy kick, brass melody, wooden percussion and echoing brass melody. It sounds addictive - like every commercial music should sound.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1cqcTbDxsHM,"The low quality recording features a pulsating theremin synth lead and haunting synth lead playing in the background. It sounds low, analog, spooky and spacey, almost like outer space communication.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7PtHb9jQCtg,This is an amateur recording of a rock music concert. There is an electric guitar playing the main tune while another electric guitar is starting to play a solo. A bass guitar can be heard in the background playing the root notes of the tune. There is a loud acoustic drum beat in the rhythmic background. The recording is a bit outdated so the quality is pretty low.,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3tyb0cXoX2g,"A male singer sings this high energy EDM. The tempo fast with the song starts with a slow female vocalisation, soft piano accompaniment and takes off to an upbeat groove. The song is groovy, youthful, buoyant, vivacious;punchy and vibrant with atmospheric synthesiser, hard hitting drumming, funky bass line, spirited electric guitar harmony along with enthusiastic vocals. The vocals are auto tuned and the use of heavy electronic instrumentation make it an ultimate EDM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4HhJneiP-hY,"There is an orchestra composed of the winds section and the timpani playing a dramatic tune with a rising melody. Afterwards, a thunder sound effect can be heard. Sounds from this piece can be sampled for use in advertisement jingles or in beat-making.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9z4YXc9rjTo,"The song has a tranquil and mellow vibe to it. It's a Christian worship song, with a singer that has a raspy tone to his voice and a calm approach to performing. The main instrumental factors are the acoustic guitar layers which are strummed, as well as piano chords and simple folk style drumming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9UCLvFqkFxk,This is a jazz music piece. There is a saxophone playing a jazzy solo for the melody. There is an upright bass playing in the background. The rhythmic background consists of a slow tempo acoustic drum beat that is played with brushes. The atmosphere is mellow. This piece could be playing in the background of a classy restaurant or a coffee shop.,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Rd1w7Ty1ak,"The low quality recording features a pop song that contains a soft male vocal singing over soft crash cymbals, claps, punchy kick, shimmering shakers, groovy bass, piano melody and electric guitar melody. It sounds easygoing.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3Xoz87_SUdw,"The low quality recording features a flat male vocal speaking over suspenseful orchestra music. It sounds intense and dramatic and as soon as the male vocal stops speaking, the volume of the music goes up - which makes it dynamic overall.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9hCnEfZFZ04,The low quality recording features a reverberant acoustic guitar melody. It sounds passionate and emotional. The recording is noisy.,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0RgGrVklaao,"This clip is an instrumental of two separate tracks. The tempo is medium with the first clip of ambient nature sounds during a rainfall like, thunder, lightning and water flowing followed by  a rhythmic clanging of metal. The second clip is sinister music on the synthesiser followed by the buzzing of an electric circuit. The audio is dark, sinister, anticipatory, scary, suspenseful and spooky.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Wdxjm-h36w,This song contains a synth melody that sounds a little in the background slowly coming more into focus. This sound is full of reverb. Other synth sounds are playing pads and experimental pluck sounds. A glass sound is being played as a hi hat and a noise snare sound takes a lot of space with sounds panned to the left and right side of the speakers. This song may be playing in a club.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5F8zpfwFKl0,This is an Uzbek folk music piece. There is a female vocalist singing melodically. The main tune is being played by the garmon while the rhythmic background consists of the doors and the clapping of the dancers. There is a vibrant atmosphere in this piece. It could be used as an accompaniment piece for an Uzbek folk dance course.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HtfWSbmuAc,Someone is playing a neo-soul chord progression on a fender rhodes piano with vibration tremolo effect. This song may be playing at a live concert opening the stage.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44sbWBFswUY,"Spirited Christmas music with a fast four on the floor dance beat. There is a high pitched 'chipmunk' style vocal singing a well-known tune accompanied by syncopated synth chord stabs, a drum machine and a drum fill.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8fibq2VXibw,This is a festive music piece used as a theme for a cartoon. It is a slow tempo piece. There is a female vocalist singing melodically. The keyboard is playing the melody while the bass guitar is following in the background. The rhythm consists of a calm acoustic drum beat. The atmosphere is serene. This piece could be playing in the background at a slow dance event.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ATMQxWVpXk,"A male singer screams and laughs loudly. The song is medium tempo with steady rock drumming, groovy bass line and electric guitar rhythm. The song is energetic and haunting. The song is a modern punk rock song.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7jWRIjFaoeU,"The low quality recording features a rock song that consists of wide electric guitar chords, punchy kick and snare, electric guitar slide, distorted bass guitar, aggressive drums cymbals and flat male vocals singing over it. It sounds energetic, but also harsh and messy thanks to those cymbals.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4kKVGPDCIK8,This song contains a male voice chanting a melody in the midrange while a synth is playing a drone full of overtones. Other synth pads are overlaying in a higher register while again other synth pluck sounds are playing a melody in a high key. This song may be playing in a meditation session.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0H3FAoDgzhI,A female voice is singing in a higher pitch sounding melancholic. A digital drum is playing an unusual rhythm along with a soft sub bass and loud repeating digital industrial noises. This song may be playing in a post-apocalyptic video game-sequence.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b3s0TvjGwA,A drone sound is playing in the lower to mid range as an intro before the song starts with a high pitched bell sound with a very long release time and acoustic drums that sounds like playing behind a closed door. This song may be playing in a club.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
09lQmg2wvsY,Someone is playing a bunch of different digital sounds that are arpeggiated and rising in pitch with dissonant harmonies. This is an amateur recording.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6J3X0whM_-4,"The low quality recording features a steel pans melody, shimmering hi hats, syncopated snare and ""4 on the floor"" kick pattern. It is a bit reverberant as it was played in a concert hall. There are some crowd cheering and applause sounds. It sounds exotic, fun and happy.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4ezo771lGts,"Sounds of explosions and jet airplanes over a synthesized orchestral string pad playing a four chord progression and electronic drums playing a subdued, mellow backbeat rhythm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7l4-QmvXxEs,This is a space disco music piece. It is a funky version of the Star Wars movie theme. There is a lively combination of the strings and the brass sections playing the main melody while a groovy bass guitar is playing alongside them. The rhythmic background is composed of a disco type acoustic drum beat. Robotic sounds akin to the ones that can be heard in the movie are added in the music. The atmosphere is unique and danceable. This piece could be used in retro-themed parties. It could also be playing in the background at a Star Wars themed event.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3jLef5eHgzU,This audio contains someone playing a distorted e-guitar solo in a higher register along with acoustic drums with cymbal hits and a half open hit. An e-bass is underlining the rhythm. There are digital comedic noises and laughter that seem not to be part of the musical composition. This song may be playing in a comedic tv-show.,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4Gow6qZcNZI,"The low quality recording features a tutorial where a flat male vocalist is talking, after which a groovy bass guitar is playing. The recording is noisy and in mono.",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a91szM1Ivw,"The low quality recording features a live performance of traditional folk song and it consists of distorted, passionate female vocal singing over subtle sitar melody. The recording is noisy and it sounds emotional and passionate.",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH6Xnyj6Ykc,This ska song features a trumpet playing the main melody. The trumpet plays one staccato note followed by a six note pattern and then plays the same sequence starting on a different root note. This is accompanied by percussion playing a simple beat. A keyboard plays chords in the background. The bass plays a groovy bassline. There are no voices in this song. This is an instrumental song. The mood of this song is happy. This song can be played in a comedy movie.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARXTRdKCupM,"The low quality recording features a punk song that consists of a groovy bass guitar, punchy kick, shimmering hi hats, energetic cymbals and aggressive electric guitar riffs. At the very beginning of the loop, there is a drum stick countdown, after which the bass drops. It sounds energetic, groovy and aggressive.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6vRBp8jo40Q,"The instrumental music features a string section playing an ascending long-note melody while at the same time providing harmonic support. A harp is playing arpeggios. Although it feels as if time passes slowly, the tempo is medium. Listening to this music I get a sense of profoundness that's moving me. This music could work well as the soundtrack for a movie.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1OlgJWehn8,"This clip is three tracks playing consecutively. The first one is an electric guitar lead harmony with a groovy bass line, followed by white noise and then a female vocalisation to a vivacious melody with a keyboard harmony, slick drumming, funky bass lines and male backup. The three songs are unrelated and unsynced.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6PquRVe1Wa4,"The low quality recording features a traditional song sung by flat male vocals over wooden, boomy percussion. The recording is in mono, a bit noisy and it sounds muddy, as the bass frequencies are overwhelming.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JpeDWbgUO8,"A male vocalist sings this energetic pop song. The tempo is fast with an animated keyboard harmony, vigorous drumming, punchy bass lines, vibrant tambourine beats and an enthusiastic vocal backup riff. The song is a remix of an old song. It is vibrant, peppy, punchy, vibrant, vociferous. This song is Pop Rock.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90NsBZvepy0,"The low quality recording features a fast camera shuttering sound effects, while the alternative rock instrumental is playing in the background. The Instrumental features a slap snare, tinny kick hits, shimmering hi hats, electric guitar melody and low bass guitar. It sounds almost like a video game background music.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3zT0aiN2E70,"This music is an upbeat instrumental. The tempo is fast with vigorous digital drumming, synthesiser arrangements and DJ mixer effects. The music is electrifying, pulsating, buoyant, punchy, groovy, youthful and high-spirited. This music is an outdoor live performance with ambient sounds. There are sounds  of hysterical fans cheering, clapping and singing along. This music is Futuritic Electronic Pop/ Techno Pop.",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AgCSBCsHkMk,"The low quality recording features water and some metallic sound effects, followed by a dynamic orchestra that consists of a mellow string section, simple plucked harp and mystical woodwinds playing in the background. In the first part of the loop, the sound is completely muffled. It sounds like something you would hear in old movies.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0m9-5BkL4Mc,"The music features a timid boy voice singing a melody. Right in the opening of the music excerpt, before the boy starts to sing, an accordion can be heard playing a short melody. A band that consists of drums, bass guitar and electric guitar is accompanying the boy. Listening to the electric guitar, I get country music vibes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4sD0Bvt3FKk,A blues rock song is being played. Containing drums that are playing a simple groove along with a blues bassline that is supported by an e-guitar playing the same melody. So does a piano just in a higher pitch adding harmony. The female voices are singing together. Then an e-guitar starts playing a little solo-melody. There are some airy background noises that seem not to belong to the recording. This song may be playing at a local car workshop.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36ToDxW_hns,"The low quality recording features a cover of a rock and it consists of passionately played solo acoustic guitar melody over staccato strings melody playing in the background on playback. Even though the recording is noisy, it sounds emotional and passionate.",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ae8o_FMI0Xs,"This is a DJ freestyle performance with old-school and latin house influences. There is a female vocalist singing melodically with an 80s pop feel. A fuzzy synth bass is playing a groovy bass line. In the rhythmic background, there is an electronic drum beat with a 909-like sound. The atmosphere is eccentric and the sound is modern. This performance could be played at nightclubs or dance clubs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7LlKoQAvXUc,"A female singer sings this beautiful melody with vocal harmony. The song is medium tempo with a piano accompaniment, steady drumming rhythm, strong bass drum kicks and a steady bass line. The song is melancholic and emotional. The song is a modern Christmas carol.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9mqA4YdX444,"This is an Alpine folk music piece. The piece is instrumental. It is being performed by an orchestra composed of the clarinets, the accordion, the cello and the acoustic guitar. The atmosphere is cheerful. This piece could be used in the soundtrack of a movie that takes place in the Alps region.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7B1OAtD_VIA,"This audio contains a big soft kick drum hit along with a soft bassline changing into an even deeper octave. On top of that, violins and an acoustic guitar-like instrument are playing a melody. This recording has some reverb on it. This song may be playing in an adventure movie scene.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-SWaCArvQug,Ambient sound still in the room with a mild background music playing.  A male singer sings a passionate melody with subtle background music. The audio quality is very poor with drawer sliding sound and general noise.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AkbCw7oVkw0,"The Indie song features a reverberant male vocal passionately singing over electric guitar chords. It sounds emotional, sad and passionate - like something you would listen to while feeling down.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0NZY0GHQBP0,"This amateur recording features a classic song. This is an instrumental song featuring a violin solo. This is accompanied by percussion playing a simple beat. A keyboard plays chords in the background with fills in between bars. The bass plays the root note and the lower fifth of the chord. There are no voices in this song. Due to the low quality of sound, the other instruments are unclear. This song can be played in a classic movie.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0pewITE1550,The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. The song is a college marching band playing enthusiastically.,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9Tl2l3bsLpE,People are playing the same groove on a lot of percussive instruments. In the background you can hear shakers. Someone is strumming chords with an effect on an e-guitar and someone is playing fill-ins on acoustic drums. This song may be playing at a local live concert from a music school.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24cmo2fEQo8,"The low quality recording features an echoing tom, snappy rimshots and echoing, repetitive arpeggiated harp melody playing, after which there is a punchy kick hit. It sounds groovy.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9x7jWb4lE7c,This is an instrument showcase jam. There is an electric guitar with a mellow sound strumming simple chords. The atmosphere is easygoing. Parts of this piece can be used as an advertisement jingle. It could also be sampled for use in beat-making.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8PcfPX11Hjg,"This song features a choir with male and female voices. Some of the male voices sing the bass part of the vocals. This is accompanied by a harmonica playing a high pitched melody. An acoustic guitar plays arpeggiated chords. After the instruments come to a rest, the voices continue to sing in harmony without the instruments. This song has a romantic mood. This song can be played in a.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MZUbxulAI4,This is the behind-the-scenes video of a movie soundtrack. There are male voices talking to each other and singing under footage. There is a faint backing track in the video. A bansuri flute is playing a melody while the tabla percussion is playing the rhythm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CrPPlHN9_s,"The low quality recording features a cover of a pop song and it consists of passionate male vocals, alongside harmonizing background vocals, singing over wide, arpeggiated electric guitar melody and simple bass guitar. The recording is a bit noisy, but it is barely audible, especially when you take into account that it sounds very emotional.",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1j3pXUr8R4M,This instrumental song features a harp melody being played. There are no other instruments in this song. There are no voices in this song.. The mood of this song is dreamy. This song can be played in a dream sequence in an animated film.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-pUfYFcsgG4,This recording contains environmental sounds such as birds singing. Then bells start playing a melody with a long release time. This is an amateur recording. This song may be playing outside in a park at a fixed time.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0XxinBtKouQ,"A group of male vocalists sing this happy, upbeat country /bluegrass song. The tempo is fast with vigorous and animated acoustic guitar, banjo, mandolin and auto harp lead and harmony. The song is a live performance with ambient sounds of clapping, cheering and people talking. This song is a cheerful Country Pop/Bluegrass song.",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
APSbmhJam74,This is a Christian gospel music piece. There is a male vocalist singing melodically in the lead. The tune is being played by the acoustic guitar and the piano while the bass guitar is following with the root notes. The rhythm is played with brushes on the acoustic drums. The atmosphere is mellow. This piece could be playing in the background at Christian religious events.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5hEt87nd7os,"This music is instrumental. The tempo is fast with a vigorous banjo harmony, infectious drumming, auto harp, mandolin and tambourine accompaniment. The music is an upbeat, high-spirited, energetic,enthusiastic ,effervescent Country Music instrumental.",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7IllUjk5fk0,Low pitched female singer demonstrating vocal virtuosity in free time accompanied by bird sounds.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58f4AsxOYhU,"This song features the sound of the watch machine gears moving. It is the sound of the watch click. It is accompanied by the sound of a synth which swells till the end. A bass sound is played once after the first watch click and then once in between the fourth and fifth click. Thereafter, the bass sound is repeated after every two clicks. This song has no voices. This sound can be played in a movie where a bank robber is about to steal from a large bank.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJj6GGLaIfI,"The low quality recording features a hypnotic mellow synth lead melody, low percussive elements, sustained synth strings and some hollow snare hits. It sounds noisy, resonating, but also nostalgic and sentimental, as it gives off an old console game soundtracks.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AcX6rAwFTiY,This song contains a female voice singing a melody along with a flute and strings playing the same melody. You can hear white noise that almost sounds like rain. This song may be playing in a movie scene.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
